
1 2 3 4 5 6 7 8 

1 2 3 4 5 6 7 8 
9 38 44 62 49 10 16 32 
20 15 23 56 12 0 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 44 62 49 10 16 32 
20 15 23 56 0 12 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 44 62 0 10 16 32 
20 15 23 56 49 12 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 44 62 10 0 16 32 
20 15 23 56 49 12 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 44 62 10 12 16 32 
20 15 23 56 49 0 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 44 62 10 12 16 32 
20 15 23 56 0 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 44 62 10 12 16 32 
20 15 23 0 56 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 44 0 10 12 16 32 
20 15 23 62 56 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 44 10 0 12 16 32 
20 15 23 62 56 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 44 10 56 12 16 32 
20 15 23 62 0 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 44 10 56 12 16 32 
20 15 23 0 62 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 44 10 56 12 16 32 
20 15 0 23 62 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 0 10 56 12 16 32 
20 15 44 23 62 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 10 0 56 12 16 32 
20 15 44 23 62 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 10 23 56 12 16 32 
20 15 44 0 62 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 10 23 56 12 16 32 
20 15 0 44 62 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 38 10 23 56 12 16 32 
20 0 15 44 62 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 0 10 23 56 12 16 32 
20 38 15 44 62 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 0 23 56 12 16 32 
20 38 15 44 62 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 0 56 12 16 32 
20 38 15 44 62 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 56 0 12 16 32 
20 38 15 44 62 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 56 62 12 16 32 
20 38 15 44 0 49 13 52 
29 27 28 63 11 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 56 62 12 16 32 
20 38 15 44 11 49 13 52 
29 27 28 63 0 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 56 62 12 16 32 
20 38 15 44 11 49 13 52 
29 27 28 0 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 56 62 12 16 32 
20 38 15 0 11 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 0 62 12 16 32 
20 38 15 56 11 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 62 0 12 16 32 
20 38 15 56 11 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 62 11 12 16 32 
20 38 15 56 0 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 62 11 12 16 32 
20 38 15 0 56 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 0 11 12 16 32 
20 38 15 62 56 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 11 0 12 16 32 
20 38 15 62 56 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 11 56 12 16 32 
20 38 15 62 0 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 11 56 12 16 32 
20 38 15 0 62 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 23 11 56 12 16 32 
20 38 0 15 62 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 0 11 56 12 16 32 
20 38 23 15 62 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 0 56 12 16 32 
20 38 23 15 62 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 56 0 12 16 32 
20 38 23 15 62 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 56 12 0 16 32 
20 38 23 15 62 49 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 56 12 49 16 32 
20 38 23 15 62 0 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 56 12 49 16 32 
20 38 23 15 0 62 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 56 12 49 16 32 
20 38 23 0 15 62 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 0 12 49 16 32 
20 38 23 56 15 62 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 0 49 16 32 
20 38 23 56 15 62 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 49 0 16 32 
20 38 23 56 15 62 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 49 16 0 32 
20 38 23 56 15 62 13 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 49 16 13 32 
20 38 23 56 15 62 0 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 49 16 13 32 
20 38 23 56 15 0 62 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 49 0 13 32 
20 38 23 56 15 16 62 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 49 13 0 32 
20 38 23 56 15 16 62 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 49 13 62 32 
20 38 23 56 15 16 0 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 49 13 62 32 
20 38 23 56 15 0 16 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 49 13 62 32 
20 38 23 56 0 15 16 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 0 13 62 32 
20 38 23 56 49 15 16 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 0 62 32 
20 38 23 56 49 15 16 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 23 56 49 0 16 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 23 56 0 49 16 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 23 0 56 49 16 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 0 23 56 49 16 52 
29 27 28 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 28 23 56 49 16 52 
29 27 0 44 63 51 31 19 
33 35 18 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 28 23 56 49 16 52 
29 27 18 44 63 51 31 19 
33 35 0 17 25 40 26 43 
41 24 14 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 28 23 56 49 16 52 
29 27 18 44 63 51 31 19 
33 35 14 17 25 40 26 43 
41 24 0 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 28 23 56 49 16 52 
29 27 18 44 63 51 31 19 
33 35 14 17 25 40 26 43 
41 0 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 28 23 56 49 16 52 
29 27 18 44 63 51 31 19 
33 0 14 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 28 23 56 49 16 52 
29 0 18 44 63 51 31 19 
33 27 14 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 28 23 56 49 16 52 
29 18 0 44 63 51 31 19 
33 27 14 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 28 23 56 49 16 52 
29 18 14 44 63 51 31 19 
33 27 0 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 28 23 56 49 16 52 
29 18 14 44 63 51 31 19 
33 0 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 38 28 23 56 49 16 52 
29 0 14 44 63 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 0 28 23 56 49 16 52 
29 38 14 44 63 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 0 23 56 49 16 52 
29 38 14 44 63 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 14 23 56 49 16 52 
29 38 0 44 63 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 14 23 56 49 16 52 
29 38 44 0 63 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 14 0 56 49 16 52 
29 38 44 23 63 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 0 14 56 49 16 52 
29 38 44 23 63 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 44 14 56 49 16 52 
29 38 0 23 63 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 44 14 56 49 16 52 
29 38 23 0 63 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 44 14 56 49 16 52 
29 38 23 63 0 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 44 14 0 49 16 52 
29 38 23 63 56 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 44 0 14 49 16 52 
29 38 23 63 56 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 44 63 14 49 16 52 
29 38 23 0 56 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 44 63 14 49 16 52 
29 38 23 56 0 51 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 44 63 14 49 16 52 
29 38 23 56 51 0 31 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 44 63 14 49 16 52 
29 38 23 56 51 31 0 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 62 32 
20 28 44 63 14 49 0 52 
29 38 23 56 51 31 16 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 15 0 32 
20 28 44 63 14 49 62 52 
29 38 23 56 51 31 16 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 0 15 32 
20 28 44 63 14 49 62 52 
29 38 23 56 51 31 16 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 49 15 32 
20 28 44 63 14 0 62 52 
29 38 23 56 51 31 16 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 49 15 32 
20 28 44 63 0 14 62 52 
29 38 23 56 51 31 16 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 49 15 32 
20 28 44 63 51 14 62 52 
29 38 23 56 0 31 16 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 49 15 32 
20 28 44 63 51 14 62 52 
29 38 23 56 31 0 16 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 49 15 32 
20 28 44 63 51 14 62 52 
29 38 23 56 31 16 0 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 49 15 32 
20 28 44 63 51 14 0 52 
29 38 23 56 31 16 62 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 49 0 32 
20 28 44 63 51 14 15 52 
29 38 23 56 31 16 62 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 0 49 32 
20 28 44 63 51 14 15 52 
29 38 23 56 31 16 62 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 49 32 
20 28 44 63 51 0 15 52 
29 38 23 56 31 16 62 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 49 32 
20 28 44 63 51 16 15 52 
29 38 23 56 31 0 62 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 49 32 
20 28 44 63 51 16 15 52 
29 38 23 56 31 62 0 19 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 49 32 
20 28 44 63 51 16 15 52 
29 38 23 56 31 62 19 0 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 49 32 
20 28 44 63 51 16 15 0 
29 38 23 56 31 62 19 52 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 49 0 
20 28 44 63 51 16 15 32 
29 38 23 56 31 62 19 52 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 0 49 
20 28 44 63 51 16 15 32 
29 38 23 56 31 62 19 52 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 49 
20 28 44 63 51 16 0 32 
29 38 23 56 31 62 19 52 
33 18 27 17 25 40 26 43 
41 35 24 57 37 48 36 39 
55 42 34 22 45 30 46 47 
21 58 59 60 53 61 50 54 

